Source,Target
Virtual reality,RealityÔøΩvirtuality continuum
Virtual reality,Simulated reality
Virtual reality,Virtual world
Virtual reality,Lifelike experience
Virtual reality,Augmented reality
Virtual reality,Holographic Universe
Virtual reality,Omnidirectional treadmill
Virtual reality,Augmented virtuality
Virtual reality,Computer-mediated reality
Virtual reality,Second Life
Virtual reality,Virtual globe
Atomic line filter#Applications#Laser tracking and communication,Rayleigh scattering
Atomic line filter#Applications#Laser tracking and communication,Stimulated emission
Extremely high frequency,Electromagnetic shielding
IrDA,Li-Fi
IrDA,Consumer IR
RONJA,Wireless community network
RONJA,Visible light communication
Modulating retro-reflector,Optical communication
N-slit interferometer,Free-space optical communication
Semaphore line,Optical communication
Semaphore line,History of telecommunication
Optical window,Radio window
Photophone,Free-space optical communication
Photophone,Extremely high frequency
Photophone,Mie scattering
Photophone,Modulating retro-reflector
Photophone,Semaphore line
Photophone,Optical window
Photophone,Radio window
Photophone,Rayleigh scattering
Photophone,Visible light communication
Photophone,History of telecommunication
Radio window,Optical window
Rayleigh scattering,Bragg's law
Visible light communication,Fiber-optic communication
Visible light communication,Free-space optical communication
Visible light communication,Optical Wireless Communications
Visible light communication,RONJA
Visible light communication,Li-Fi
Li-Fi,Free-space optical communication
Li-Fi,Optical Wireless Communications
Li-Fi,IrDA
Li-Fi,Visible light communication
Li-Fi,Super Wi-Fi
Li-Fi,Wi-Fi
Li-Fi,Bluetooth
Global Internet usage,Internet traffic
Global Internet usage,Fiber to the premises by country
Digital divide,National broadband plans from around the world
Digital divide,Digital rights
Digital divide,Global Internet usage
Digital divide,World Summit on the Information Society
Digital divide,Information society
Digital divide,Achievement gap
Digital divide,Participation (decision making)#Civic Opportunity Gap
Digital divide,Computer technology for developing areas
Digital divide,Digital divide in China
Digital divide,Digital Divide in South Africa
Digital divide,Digital divide in the United States
Digital divide,Digital Society Day
Digital divide,International communication
Digital divide,Knowledge divide
Digital divide,One Laptop per Child
Digital divide,Rural Internet
Digital divide,United Nations Information and Communication Technologies Task Force
Digital divide,Center for Digital Inclusion
Digital divide,Close the Gap International VZW
Digital divide,Digital Textbook
Digital divide,South Korea
Digital divide,Inveneo
Google Fiber,Project Loon
High-altitude balloon,Project Loon
High-altitude balloon,Geostationary balloon satellite
Atmospheric satellite,Geostationary balloon satellite
Atmospheric satellite,Geostationary satellite
Alliance for Affordable Internet,Project Loon
Alliance for Affordable Internet,Internet.org
Internet.org,Project Loon
Internet.org,Wikipedia Zero
Internet.org,Alliance for Affordable Internet
Internet.org,Geostationary balloon satellite
Internet.org,Google Free Zone
Internet.org,Facebook Zero
Geostationary balloon satellite,Project Loon
Geostationary balloon satellite,Atmospheric satellite
Geostationary balloon satellite,Internet.org
Geostationary balloon satellite,Geostationary satellite
Customer-premises equipment,Interconnection
Customer-premises equipment,Demarc extension
Customer-premises equipment,Demarcation point
Customer-premises equipment,Terminal equipment
Home automation,Home network
Home automation,Universal Metering Interface
Home network,Home automation
Home network,Home server
Home network,Universal Metering Interface
Home server,Residential gateway
Home server,Home network
Home server,ClientÔøΩserver model
Home server,IEEE 802.11
Home server,Wireless LAN
Home server,Network-attached storage
Home server,Media server
Home server,G.hn
Home server,HomePlug Powerline Alliance
Multimedia over Coax Alliance,Home network
Multimedia over Coax Alliance,IEEE 802.11
Multimedia over Coax Alliance,Wireless LAN
Multimedia over Coax Alliance,G.hn
Multimedia over Coax Alliance,HomePlug Powerline Alliance
Multimedia over Coax Alliance,Set-top box
LAN switching,Residential gateway
Technological convergence,Dongle
Accountability,Euthenics
Accountability,Freedom of information legislation
Accountability,Moral responsibility
Accountability,Special-purpose district
Freedom of information,Internet censorship
Freedom of information,Digital rights
Freedom of information,Stop Online Piracy Act
Freedom of information,Open Music Model
Freedom of information,Crypto-anarchism
Freedom of information,Internet privacy
Freedom of information,Information wants to be free
Freedom of information,Directorate-General for Information Society and Media (European Commission)
Freedom of information,Information privacy
Freedom of information,Hacktivism
Freedom of information,Forbidden number
Freedom of information,Market for loyalties theory
Freedom of information,Netsukuku
Freedom of information,Intellectual property
Freedom of information,Cypherpunk
Freedom of information,Virtual private network
Freedom of information,Information
Freedom of information,International Right to Know Day
Freedom of information,Action For Economic Reforms
Freedom of information,Citizen oversight
Freedom of information,Free Haven Project
Freedom of information,Free Information Infrastructure
Freedom of information,Freenet
Freedom of information,I2P
Freedom of information,Information activist
Freedom of information,Medical law
Freedom of information,Openness
Freedom of information,Right to know
Freedom of information,Tor (anonymity network)
Freedom of information,Tor-ramdisk
Freedom of information,Transparency (humanities)
Lobbying,Activism
Lobbying,Advocacy
Lobbying,Advocacy group
Lobbying,Advocacy Evaluation
Lobbying,Bribery
Lobbying,Client politics
Lobbying,Issue advocacy ads
Lobbying,Money loop
Market transparency,Consumer protection
Market transparency,Competition regulator
Market transparency,Market anomaly
Market transparency,Shell corporation
Market transparency,Underground economy
Market transparency,Information
Market transparency,Efficient market
Market transparency,Transfer pricing
Market transparency,International Sugar Organization
Market transparency,Consumer organization
Market transparency,Extractive Industries Transparency Initiative
Market transparency,Transparency (behavior)
Open government,Accountability
Open government,Political corruption
Open government,Censorship
Open government,Freedom of information legislation
Open government,Open politics
Open government,Open source governance
Open government,Privacy
Open society,Open government
Open society,The Transparent Society
Open society,Open business
Open society,Open source governance
Open society,The Wealth of Networks
Political corruption,Conflict of interest
Political corruption,Political machine
Political corruption,FBI
Public record,Freedom of information legislation
Public record,Personally identifiable information
Public record,Privacy laws of the United States
The Transparent Society,Transparency (social)
The Transparent Society,Surveillance
The Transparent Society,Transparency (behavior)
The Transparent Society,Sousveillance
Whistleblower,Complaint system
Whistleblower,Conflict of interest
Whistleblower,European Community competition law#Leniency policy
Whistleblower,Foreign Corrupt Practices Act
Whistleblower,Informant
Whistleblower,Nuclear whistleblowers
Whistleblower,Misplaced loyalty
Whistleblower,Organizational retaliatory behavior
Whistleblower,Shooting the messenger
Banhammer,Social rejection
IP blocking,Internet censorship
IP blocking,Denial-of-service attack
Transport Layer Security,Bullrun (decryption program)
Information Superhighway,Al Gore and information technology
Information Superhighway,National Information Infrastructure
Information Superhighway,The Superhighway Summit
Information Superhighway,Knowledge policy
Information Superhighway,Internet metaphors
Information Superhighway,Cyberspace
Information Superhighway,Global village (term)
NII Award,National Information Infrastructure
NII Award,Internet
NII Award,World Wide Web
Broadband Internet access,Return channel
Broadband Internet access,Broadband mapping in the United States
Broadband Internet access,Comparison of wireless data standards
Broadband Internet access,Fiber-optic communication
Broadband Internet access,Free-space optical communication
Broadband Internet access,History of the Internet
Broadband Internet access,IP over DVB
Broadband Internet access,MPEG
Broadband Internet access,National broadband plans from around the world
Broadband Internet access,Outernet
Broadband Internet access,Packet radio
Broadband Internet access,AMPRNet
Broadband Internet access,Project Loon
Broadband Internet access,Public switched telephone network
Broadband Internet access,Residential gateway
Broadband Internet access,Telecommunications network
Broadband Internet access,White Spaces Coalition
AX.25,Automatic Packet Reporting System
AX.25,Packet Radio
High-speed multimedia radio,AMPRNet
High-speed multimedia radio,Wireless LAN
High-speed multimedia radio,Packet Radio
High-speed multimedia radio,Amateur radio emergency communications
